point_ID,set_num,game_num,point_num,serve_num,server_id,returner_id,point_winner_id,court_side,serve_speed_kph,serve_type,fault_distance_missed_m,x_ball_serve_impact,y_ball_serve_impact,z_ball_serve_impact,rally_length,point_end_type,error_type,trapped_by_net,last_stroke_type,last_hand,last_stroke_net_height_m,winner_placement,unforcedErrorPlacement,is_break_point,is_break_point_converted,is_track_avail,x_serve_bounce,y_serve_bounce,z_serve_bounce,serve_dir,z_net_serve,x_net_serve,y_net_serve,last_ball_impact_x,last_ball_impact_y,last_ball_impact_z,last_ball_bounce_x,last_ball_bounce_y,last_ball_bounce_z,serve_return_impact_x,serve_return_impact_y,serve_return_impact_z,serve_return_net_x,serve_return_net_y,serve_return_net_z,serve_return_bounce_x,serve_return_bounce_y,serve_return_bounce_z,spin_rpm,is_fault,is_doublefault,is_tiebreak,is_ace,is_prev_doublefault,is_prev_ace,server_score,returner_score
NA,1,1,1,1,NA,NA,NA,DeuceCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,0,0
1_1_1_2,1,1,1,2,ATPDB59,ATPME82,ATPME82,DeuceCourt,150.69 KPH,Kick,NA,11.496,0.67,2.801,4,Forced Error,NA,True,NA,ForeHand,0.79 Metre,NA,NA,False,False,True,-4.317,-1.459,0.04,Body,,,,5.604,4.422,1.077,,,,-10.914,-2.624,1.533,0.0,-2.569,1.442,9.17,-2.151,0.03,3159.12,0,0,0,0,0,0,0,0
1_1_2_1,1,1,2,1,ATPDB59,ATPME82,ATPME82,AdCourt,174 KPH,Flat,NA,11.401,-1.106,2.78,18,Unforced Error,NA,False,NA,BackHand,0.91 Metre,NA,NA,False,False,True,-5.343,1.117,0.039,T,,,,5.319,-2.769,1.122,,,,-12.851,1.937,1.309,0.0,-1.046,1.309,6.758,-2.688,0.034,1640.28,0,0,0,0,0,0,0,1
1_1_3_1,1,1,3,1,ATPDB59,ATPME82,ATPDB59,DeuceCourt,176 KPH,Slice,NA,11.438,0.86,2.843,1,Forced Error,NA,True,NA,ForeHand,0.9 Metre,NA,NA,False,False,True,-5.458,-1.528,0.042,Body,,,,-6.819,-1.814,1.313,-0.249,-0.452,0.033,-6.819,-1.814,1.313,0.006,-0.667,0.904,-0.249,-0.452,0.033,1411.62,0,0,0,0,0,0,0,2
NA,1,1,4,1,NA,NA,NA,AdCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,1,2
1_1_4_2,1,1,4,2,ATPDB59,ATPME82,ATPME82,AdCourt,145 KPH,Slice,NA,11.262,-1.461,2.749,14,Winner,NA,False,NA,BackHand,1.57 Metre,Down the Line,NA,False,False,True,-5.479,2.585,0.035,Body,,,,-12.815,-3.58,1.118,9.624,-4.021,0.031,-10.958,3.695,1.361,-0.0,0.632,1.824,10.325,-1.826,0.035,820.92,0,0,0,0,0,0,1,2
NA,1,1,5,1,NA,NA,NA,DeuceCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,1,3
1_1_5_2,1,1,5,2,ATPDB59,ATPME82,ATPME82,DeuceCourt,146 KPH,Kick,NA,11.474,0.72,2.8,10,Unforced Error,NA,True,NA,BackHand,0.9 Metre,NA,Net Error,True,True,True,-3.909,-1.948,0.041,Body,,,,6.221,-2.202,1.501,0.209,-1.688,0.031,-11.084,-3.405,1.642,0.0,-0.898,1.807,8.192,0.948,0.04,NA,0,0,0,0,0,0,1,3
1_2_1_1,1,2,1,1,ATPME82,ATPDB59,ATPME82,DeuceCourt,173 KPH,Flat,NA,11.567,1.248,2.939,1,Forced Error,NA,False,NA,ForeHand,NA,NA,NA,False,False,True,-5.093,-3.381,0.037,Wide,,,,-13.479,-5.741,1.168,12.391,-4.615,0.029,-13.479,-5.741,1.168,-0.0,-5.352,6.175,12.391,-4.615,0.029,2385.48,0,0,0,0,0,0,0,0
NA,1,2,2,1,NA,NA,NA,AdCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,1,0
1_2_2_2,1,2,2,2,ATPME82,ATPDB59,ATPDB59,AdCourt,120 KPH,Pronated,NA,11.76,-1.642,2.943,4,Unforced Error,NA,False,NA,BackHand,1.74 Metre,NA,Wide Error,False,False,True,-5.864,2.149,0.036,Body,,,,13.191,0.058,0.621,-8.698,4.615,0.036,-11.931,4.196,1.41,0.0,1.755,2.051,9.976,0.053,0.031,1329.84,0,0,0,0,0,0,1,0
1_2_3_1,1,2,3,1,ATPME82,ATPDB59,ATPME82,DeuceCourt,179 KPH,NA,NA,11.572,1.306,2.893,1,Ace,NA,False,NA,ForeHand,1.07 Metre,Cross Court,NA,False,False,True,-5.155,-3.89,0.037,Wide,,,,11.572,1.306,2.893,-5.155,-3.89,0.037,,,,,,,,,,NA,0,0,0,1,0,0,1,1
1_2_4_1,1,2,4,1,ATPME82,ATPDB59,ATPME82,AdCourt,135 KPH,Pronated,NA,11.589,-2.584,2.901,1,Forced Error,NA,False,NA,BackHand,NA,NA,NA,False,False,True,-3.918,3.488,0.031,Wide,,,,-12.45,7.883,1.353,11.11,4.406,0.03,-12.45,7.883,1.353,0.0,6.203,4.4,11.11,4.406,0.03,NA,0,0,0,0,0,1,2,1
NA,1,2,5,1,NA,NA,NA,DeuceCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,3,1
1_2_5_2,1,2,5,2,ATPME82,ATPDB59,ATPDB59,DeuceCourt,122 KPH,Pronated,NA,11.73,1.421,2.881,18,Unforced Error,NA,False,NA,ForeHand,3.04 Metre,NA,Long Error,False,False,True,-3.697,-1.1,0.041,T,,,,12.694,-0.274,0.388,-12.521,0.433,0.025,-12.601,-2.03,1.606,-0.0,0.495,1.947,8.894,2.463,0.033,1459.08,0,0,0,0,0,0,3,1
NA,1,2,6,1,NA,NA,NA,AdCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,3,2
1_2_6_2,1,2,6,2,ATPME82,ATPDB59,ATPME82,AdCourt,127 KPH,Pronated,NA,11.675,-1.879,2.983,1,Unforced Error,NA,True,NA,BackHand,0.71 Metre,NA,Net Error,False,False,True,-3.942,2.944,0.031,Wide,,,,-10.48,5.579,1.493,-0.578,-0.765,0.034,-10.48,5.579,1.493,-0.013,1.084,0.709,-0.578,-0.765,0.034,1203.12,0,0,0,0,0,0,3,2
1_3_1_1,1,3,1,1,ATPDB59,ATPME82,ATPDB59,DeuceCourt,171 KPH,Slice,NA,-11.534,-1.007,2.782,3,Winner,NA,False,NA,ForeHand,1.65 Metre,Down the Line,NA,False,False,True,4.862,3.168,0.035,Wide,,,,-12.234,-1.571,0.601,10.716,-3.037,0.028,12.112,5.371,1.199,0.0,2.061,1.38,-8.634,-0.469,0.04,2535.18,0,0,0,0,0,0,0,0
