point_ID,set_num,game_num,point_num,serve_num,server_id,returner_id,point_winner_id,court_side,serve_speed_kph,serve_type,fault_distance_missed_m,x_ball_serve_impact,y_ball_serve_impact,z_ball_serve_impact,rally_length,point_end_type,error_type,trapped_by_net,last_stroke_type,last_hand,last_stroke_net_height_m,winner_placement,unforcedErrorPlacement,is_break_point,is_break_point_converted,is_track_avail,x_serve_bounce,y_serve_bounce,z_serve_bounce,serve_dir,z_net_serve,x_net_serve,y_net_serve,last_ball_impact_x,last_ball_impact_y,last_ball_impact_z,last_ball_bounce_x,last_ball_bounce_y,last_ball_bounce_z,serve_return_impact_x,serve_return_impact_y,serve_return_impact_z,serve_return_net_x,serve_return_net_y,serve_return_net_z,serve_return_bounce_x,serve_return_bounce_y,serve_return_bounce_z,spin_rpm,is_fault,is_doublefault,is_tiebreak,is_ace,is_prev_doublefault,is_prev_ace,server_score,returner_score
NA,1,1,1,1,NA,NA,NA,DeuceCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,0,0
1_1_1_2,1,1,1,2,ATPMO44,ATPN732,ATPMO44,DeuceCourt,143 KPH,Kick,NA,-11.654,-0.377,2.788,3,Winner,NA,False,NA,ForeHand,1.46 Metre,Cross Court,NA,False,False,True,4.233,0.527,0.039,T,,,,-9.702,-2.252,1.429,8.299,3.042,0.033,11.677,1.17,1.642,-0.0,-0.671,1.896,-3.998,-1.528,0.038,3206.94,0,0,0,0,0,0,0,0
1_1_2_1,1,1,2,1,ATPMO44,ATPN732,ATPMO44,AdCourt,170 KPH,Slice,NA,-11.417,1.517,2.716,7,Winner,NA,False,NA,ForeHand,1.6 Metre,Cross Court,NA,False,False,True,4.902,-0.935,0.038,T,,,,-3.603,-0.465,0.926,5.587,1.751,0.037,13.222,-1.847,1.461,0.0,-0.632,1.661,-6.706,0.156,0.039,NA,0,0,0,0,0,0,1,0
1_1_3_1,1,1,3,1,ATPMO44,ATPN732,ATPMO44,DeuceCourt,176 KPH,NA,NA,-11.713,-0.685,2.799,1,Ace,NA,False,NA,ForeHand,1.2 Metre,Cross Court,NA,False,False,True,5.197,3.657,0.04,Wide,,,,-11.713,-0.685,2.799,5.197,3.657,0.04,,,,,,,,,,1323.12,0,0,0,1,0,0,2,0
1_1_4_1,1,1,4,1,ATPMO44,ATPN732,ATPN732,AdCourt,180 KPH,Flat,NA,-11.481,1.367,2.73,16,Winner,NA,False,NA,ForeHand,1.99 Metre,Down the Line,NA,False,False,True,5.714,-1.438,0.038,Body,,,,12.943,-0.788,0.816,-10.64,-3.906,0.037,12.792,-2.423,1.197,0.0,-1.736,1.435,-6.901,-1.312,0.041,3025.26,0,0,0,0,0,1,3,0
1_1_5_1,1,1,5,1,ATPMO44,ATPN732,ATPN732,DeuceCourt,191 KPH,Flat,NA,-11.421,-0.717,2.772,10,Unforced Error,NA,True,NA,BackHand,0.8 Metre,NA,Net Error,False,False,True,5.824,0.877,0.037,T,,,,-5.502,1.184,1.097,-0.162,-1.521,0.035,12.324,1.612,1.149,0.0,1.713,1.852,-8.11,1.8,0.041,NA,0,0,0,0,0,0,3,1
1_1_6_1,1,1,6,1,ATPMO44,ATPN732,ATPMO44,AdCourt,178 KPH,Slice,NA,-11.508,1.191,2.76,1,Forced Error,NA,False,NA,BackHand,2.49 Metre,NA,NA,False,False,True,5.123,-0.557,0.038,T,,,,13.088,-1.077,1.258,-12.885,0.716,0.027,13.088,-1.077,1.258,0.0,-0.18,2.488,-12.885,0.716,0.027,1508.4,0,0,0,0,0,0,3,2
NA,1,2,1,1,NA,NA,NA,DeuceCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,0,0
1_2_1_2,1,2,1,2,ATPN732,ATPMO44,ATPMO44,DeuceCourt,132 KPH,Pronated,NA,-11.707,-0.772,2.688,2,Unforced Error,NA,True,NA,ForeHand,0.92 Metre,NA,Net Error,False,False,True,3.88,1.911,0.04,Body,,,,-6.81,1.408,1.4,-0.782,0.901,0.034,12.7,3.013,1.317,0.0,2.169,1.697,-10.068,1.946,0.025,2430.24,0,0,0,0,0,0,0,0
NA,1,2,2,1,NA,NA,NA,AdCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,0,1
1_2_2_2,1,2,2,2,ATPN732,ATPMO44,ATPN732,AdCourt,128 KPH,Pronated,NA,-11.74,1.396,2.686,21,Forced Error,NA,False,NA,BackHand,1.61 Metre,NA,NA,False,False,True,4.95,-3.075,0.031,Wide,,,,4.487,-2.205,0.651,-9.875,-4.308,0.041,12.315,-5.721,1.367,0.0,-1.05,1.518,-8.929,2.298,0.032,1033.26,0,0,0,0,0,0,0,1
1_2_3_1,1,2,3,1,ATPN732,ATPMO44,ATPMO44,DeuceCourt,159 KPH,NA,NA,-11.657,-0.511,2.717,6,Forced Error,NA,False,NA,BackHand,2.5 Metre,NA,NA,False,False,True,4.773,0.172,0.038,T,,,,-10.775,-1.382,0.906,,,,14.951,-0.151,1.156,0.0,-2.119,2.809,-10.55,-3.372,0.037,NA,0,0,0,0,0,0,1,1
NA,1,2,4,1,NA,NA,NA,AdCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,1,2
1_2_4_2,1,2,4,2,ATPN732,ATPMO44,ATPN732,AdCourt,127 KPH,Pronated,NA,-11.796,1.216,2.688,9,Winner,NA,False,NA,BackHand,1.36 Metre,Cross Court,NA,False,False,True,4.744,-3.104,0.031,Wide,,,,-12.015,-3.843,1.362,8.143,3.872,0.033,12.143,-5.499,1.566,0.0,-1.358,1.287,-7.398,1.085,0.038,1195.44,0,0,0,0,0,0,1,2
NA,1,2,5,1,NA,NA,NA,DeuceCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,2,2
1_2_5_2,1,2,5,2,ATPN732,ATPMO44,ATPMO44,DeuceCourt,129 KPH,Pronated,NA,-11.645,-0.63,2.682,8,Winner,NA,False,NA,ForeHand,1.11 Metre,Cross Court,NA,False,False,True,4.859,1.187,0.038,T,,,,12.124,-4.167,1.469,-5.524,3.846,0.036,12.305,1.802,1.488,0.0,-0.732,1.144,-6.281,-2.026,0.041,2100.42,0,0,0,0,0,0,2,2
1_2_6_1,1,2,6,1,ATPN732,ATPMO44,ATPMO44,AdCourt,152 KPH,Pronated,NA,-11.687,1.352,2.674,6,Forced Error,NA,False,NA,BackHand,2.25 Metre,NA,NA,True,True,True,4.439,-3.521,0.032,Wide,,,,-7.658,-2.842,2.448,,,,13.438,-7.115,1.12,0.0,-2.015,1.472,-8.443,1.215,0.039,1101.18,0,0,0,0,0,0,2,3
NA,1,3,1,1,NA,NA,NA,DeuceCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,0,0
1_3_1_2,1,3,1,2,ATPMO44,ATPN732,ATPMO44,DeuceCourt,164 KPH,Slice,NA,11.512,0.507,2.744,1,Forced Error,NA,False,NA,ForeHand,3.72 Metre,NA,NA,False,False,True,-4.564,-1.442,0.038,Body,,,,-11.584,-2.558,1.425,11.161,4.615,0.03,-11.584,-2.558,1.425,0.0,0.864,3.72,11.161,4.615,0.03,1843.26,0,0,0,0,0,0,0,0
NA,1,3,2,1,NA,NA,NA,AdCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,1,0
1_3_2_2,1,3,2,2,ATPMO44,ATPN732,ATPN732,AdCourt,155 KPH,Kick,NA,11.391,-1.71,2.72,10,Winner,NA,False,NA,ForeHand,1.52 Metre,Cross Court,NA,False,False,True,-4.752,2.555,0.035,Body,,,,-11.113,3.905,0.673,8.573,-3.127,0.025,-14.266,4.891,1.73,-0.0,0.291,2.348,8.081,-1.702,0.037,3645.9,0,0,0,0,0,0,1,0
