point_ID,set_num,game_num,point_num,serve_num,server_id,returner_id,point_winner_id,court_side,serve_speed_kph,serve_type,fault_distance_missed_m,x_ball_serve_impact,y_ball_serve_impact,z_ball_serve_impact,rally_length,point_end_type,error_type,trapped_by_net,last_stroke_type,last_hand,last_stroke_net_height_m,winner_placement,unforcedErrorPlacement,is_break_point,is_break_point_converted,is_track_avail,x_serve_bounce,y_serve_bounce,z_serve_bounce,serve_dir,z_net_serve,x_net_serve,y_net_serve,last_ball_impact_x,last_ball_impact_y,last_ball_impact_z,last_ball_bounce_x,last_ball_bounce_y,last_ball_bounce_z,serve_return_impact_x,serve_return_impact_y,serve_return_impact_z,serve_return_net_x,serve_return_net_y,serve_return_net_z,serve_return_bounce_x,serve_return_bounce_y,serve_return_bounce_z,spin_rpm,is_fault,is_doublefault,is_tiebreak,is_ace,is_prev_doublefault,is_prev_ace,server_score,returner_score
NA,1,1,1,1,NA,NA,NA,DeuceCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,0,0
1_1_1_2,1,1,1,2,WTA315391,WTA313968,WTA313968,DeuceCourt,133 KPH,Slice,NA,11.537,0.975,2.744,4,Unforced Error,NA,True,NA,ForeHand,0.77 Metre,NA,Net Error,False,False,True,-4.659,-1.095,0.038,T,,,,7.552,3.189,1.284,,,,-14.949,-3.306,1.082,-0.0,-0.601,2.02,9.024,1.197,0.038,2536.92,0,0,0,0,0,0,0,0
1_1_2_1,1,1,2,1,WTA315391,WTA313968,WTA315391,AdCourt,144 KPH,NA,NA,,,,0,Faulty Serve,NA,False,NA,ForeHand,0.84 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,2119.44,1,0,0,0,0,0,0,1
1_1_2_2,1,1,2,2,WTA315391,WTA313968,WTA315391,AdCourt,144 KPH,Slice,NA,11.304,-0.923,2.672,11,Unforced Error,NA,True,NA,ForeHand,0.84 Metre,NA,Net Error,False,False,True,-4.422,2.585,0.035,Body,,,,-8.523,0.334,1.601,,,,-15.276,4.336,1.197,0.0,1.309,1.802,6.577,0.032,0.037,2119.44,0,0,0,0,0,0,0,1
1_1_3_1,1,1,3,1,WTA315391,WTA313968,WTA315391,DeuceCourt,148 KPH,NA,NA,11.784,0.704,2.679,1,Ace,NA,False,NA,ForeHand,1.07 Metre,Cross Court,NA,False,False,True,-4.121,-3.914,0.034,Wide,,,,11.784,0.704,2.679,-4.121,-3.914,0.034,,,,,,,,,,1508.94,0,0,0,1,0,0,1,1
1_1_4_1,1,1,4,1,WTA315391,WTA313968,WTA313968,AdCourt,167 KPH,Slice,NA,11.504,-1.062,2.746,2,Unforced Error,NA,True,NA,ForeHand,0.51 Metre,NA,Net Error,False,False,True,-4.282,0.98,0.038,T,,,,10.52,2.822,1.608,0.268,1.366,0.036,-13.976,1.824,1.315,0.0,2.635,3.392,10.897,3.021,0.027,1899.42,0,0,0,0,0,1,2,1
1_1_5_1,1,1,5,1,WTA315391,WTA313968,WTA313968,DeuceCourt,177 KPH,Flat,NA,11.593,0.998,2.746,2,Unforced Error,NA,False,NA,BackHand,1.88 Metre,NA,Long Error,False,False,True,-6.074,-1.029,0.041,T,,,,10.914,-1.15,1.391,-12.355,3.058,0.026,-14.803,-2.315,1.355,0.0,-1.721,1.818,6.254,-1.331,0.039,1437,0,0,0,0,0,0,2,2
1_1_6_1,1,1,6,1,WTA315391,WTA313968,WTA315391,AdCourt,171 KPH,Slice,NA,11.336,-0.92,2.714,1,Forced Error,NA,False,NA,ForeHand,1.23 Metre,NA,NA,True,False,True,-5.933,0.275,0.038,T,,,,-15.743,0.515,1.23,,,,,,,,,,,,,0,0,0,0,0,0,0,2,3
1_1_7_1,1,1,7,1,WTA315391,WTA313968,WTA315391,DeuceCourt,181 KPH,NA,NA,11.216,1.0,2.653,1,Ace,NA,False,NA,ForeHand,1.24 Metre,Down the Line,NA,False,False,True,-6.361,0.025,0.039,T,,,,11.216,1.0,2.653,-6.361,0.025,0.039,,,,,,,,,,NA,0,0,0,1,0,0,3,3
1_1_8_1,1,1,8,1,WTA315391,WTA313968,WTA315391,AdCourt,151 KPH,Slice,NA,11.498,-1.126,2.745,1,Forced Error,NA,False,NA,BackHand,3.41 Metre,NA,NA,False,False,True,-4.596,3.171,0.035,Wide,,,,-13.901,5.23,1.427,,,,,,,,,,,,,1753.92,0,0,0,0,0,1,4,3
