point_ID,set_num,game_num,point_num,serve_num,server_id,returner_id,point_winner_id,court_side,serve_speed_kph,serve_type,fault_distance_missed_m,x_ball_serve_impact,y_ball_serve_impact,z_ball_serve_impact,rally_length,point_end_type,error_type,trapped_by_net,last_stroke_type,last_hand,last_stroke_net_height_m,winner_placement,unforcedErrorPlacement,is_break_point,is_break_point_converted,is_track_avail,x_serve_bounce,y_serve_bounce,z_serve_bounce,serve_dir,z_net_serve,x_net_serve,y_net_serve,last_ball_impact_x,last_ball_impact_y,last_ball_impact_z,last_ball_bounce_x,last_ball_bounce_y,last_ball_bounce_z,serve_return_impact_x,serve_return_impact_y,serve_return_impact_z,serve_return_net_x,serve_return_net_y,serve_return_net_z,serve_return_bounce_x,serve_return_bounce_y,serve_return_bounce_z,spin_rpm,is_fault,is_doublefault,is_tiebreak,is_ace,is_prev_doublefault,is_prev_ace,server_score,returner_score
NA,1,1,1,1,NA,NA,NA,DeuceCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,0,0
1_1_1_2,1,1,1,2,WTA310761,WTA314429,WTA314429,DeuceCourt,0 KPH,NA,NA,,,,2,Unforced Error,NA,False,,ForeHand,0 Metre,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
1_1_2_1,1,1,2,1,WTA310761,WTA314429,WTA310761,AdCourt,135 KPH,Flat,NA,11.546,-2.48,2.514,17,Unforced Error,NA,False,Ground,BackHand,2.76 Metre,NA,Wide Error,False,False,True,-4.276,1.614,0.026,Body,,,,-12.634,3.003,0.722,6.343,4.561,0.031,-12.912,3.61,1.314,0.0,-0.543,1.49,6.146,-2.274,0.033,NA,0,0,0,0,0,0,0,1
1_1_3_1,1,1,3,1,WTA310761,WTA314429,WTA314429,DeuceCourt,131 KPH,NA,NA,-12.354,-5.232,1.474,4,Winner,NA,False,NA,ForeHand,1.3 Metre,Down the Line,NA,False,False,True,8.163,-3.786,0.04,Wide,1.302,-0.0,-4.268,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1
1_1_4_1,1,1,4,1,WTA310761,WTA314429,WTA310761,AdCourt,121 KPH,Flat,NA,11.626,-2.715,2.462,3,Unforced Error,NA,True,Ground,BackHand,0.71 Metre,NA,Net Error,False,False,True,-4.918,3.384,0.03,Wide,,,,-6.323,4.337,1.051,-0.975,4.002,0.026,-12.765,6.175,1.399,0.0,0.053,1.759,8.486,-3.99,0.041,1189.56,0,0,0,0,0,0,1,2
1_1_5_1,1,1,5,1,WTA310761,WTA314429,WTA314429,DeuceCourt,121 KPH,Slice,NA,11.717,1.066,2.512,4,Unforced Error,NA,False,NA,BackHand,2.08 Metre,NA,Long Error,False,False,True,-5.387,-2.253,0.03,Body,,,,13.398,-1.988,0.777,-11.908,0.11,0.03,-12.496,-3.951,1.398,0.0,-0.246,1.74,9.985,2.492,0.033,2036.88,0,0,0,0,0,0,2,2
1_1_6_1,1,1,6,1,WTA310761,WTA314429,WTA314429,AdCourt,118 KPH,Flat,NA,11.748,-3.156,2.435,6,Unforced Error,NA,True,NA,BackHand,0.97 Metre,NA,Net Error,True,True,True,-4.78,2.674,0.03,Body,,,,4.636,-4.399,1.112,0.173,-3.906,0.03,-12.347,5.225,1.239,0.0,0.973,1.71,8.722,-1.829,0.041,1820.4,0,0,0,0,0,0,2,3
1_2_1_1,1,2,1,1,WTA314429,WTA310761,WTA314429,DeuceCourt,168 KPH,Flat,NA,11.476,0.859,2.657,3,Winner,NA,False,NA,ForeHand,1.31 Metre,Cross Court,NA,False,False,True,-4.98,-1.354,0.026,T,,,,8.473,3.439,1.303,-6.64,-2.99,0.03,-12.24,-2.547,1.1,-0.0,1.072,1.803,3.92,2.278,0.029,2157.48,0,0,0,0,0,0,0,0
NA,1,2,2,1,NA,NA,NA,AdCourt,NA,NA,NA,,,,0,Faulty Serve,NA,False,NA,NA,NA,NA,NA,False,False,False,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,0,0,0,0,1,0
1_2_2_2,1,2,2,2,WTA314429,WTA310761,WTA314429,AdCourt,112 KPH,Slice,NA,11.46,-1.284,2.54,9,Unforced Error,NA,False,Overhead,ForeHand,2.15 Metre,NA,Wide Error,False,False,True,-4.295,1.8,0.026,Body,,,,-13.701,-1.479,0.975,8.177,-4.615,0.035,-11.355,2.872,1.512,0.0,1.429,1.937,9.064,0.041,0.031,2460.72,0,0,0,0,0,0,1,0
